d_cadre_age_f,d_cadre_age2_f,d_cadre_xpr_f,d_cadre_xpr2_f,d_cadre_afe_f,d_cadre_enf_f,d_cadre_ageenf_f,d_cadre_cons_f
-.1628505,.0013406,.0415303,.0003431,-.1893022,.875245,-.0060873,7.513907
