inwork_age_m,inwork_age2_m,inwork_xpr_m,inwork_xpr2_m,inwork_chomage5_m,inwork_invalide5_m,inwork_inactif5_m,inwork_afe_m,inwork_cons_m

.1653722,-.0024202,.1546617,-.0030716,-1.541139,-2.151103,-1.24887,.0186198,-.3709048
