"","private:age","private:age2","private:exper","private:exper2","private:chomage5","private:invalide5","private:inactif5","private:enf","private:ageenf","private:_cons","independent:o.age","independent:o.age2","independent:o.exper","independent:o.exper2","independent:o.chomage5","independent:o.invalide5","independent:o.inactif5","independent:o.enf","independent:o.ageenf","independent:o._cons","public:age","public:age2","public:exper","public:exper2","public:chomage5","public:invalide5","public:inactif5","public:enf","public:ageenf","public:_cons"
"y1","-.2419461",".002439","-.0707455",".0021046","-.1566083","1.033604","-.3872256",".2326808","-.0366843","9.758934","0","0","0","0","0","0","0","0","0","0","-.042146",".0003239","-.0235159",".0008607","-.793014","-1.379075","-.1068695","1.113191","-.0185996","3.062492"
